Month,Incident Number,Date of Incident,Day of Week,Number of Victims under 18,Number of Victims over 18,Number of Offenders under 18,Number of Offenders over 18,Race/Ethnicity of Offenders,Offense(s),Offense Location,Bias,Zip Code,APD Sector,Council District
May,2017-892934,05/14/2017 12:00:00 AM,Sat,1,3,1,2,White/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78704,Henry,7
Sep,2017-836408,11-05-2017 00:00,Sat,0,0,2,0,Black or African American/Not Hispanic,Vandalism,Store/Shop,Anti-Jewish,78701,Henry,5
Nov,2017-438055,08-06-2017 00:00,Sat,2,1,0,3,Unknown,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78757,David,5
Jun,2017-211603,10-10-2017 00:00,Mon,0,1,1,0,Other,Theft,School/College,Anti-Hispanic,78757,David,8
Jun,2017-492071,02-08-2017 00:00,Tue,0,3,1,2,Unknown,Theft,Store/Shop,Anti-Jewish,78704,Edward,7
Feb,2017-939531,11/13/2017 12:00:00 AM,Sun,1,0,1,0,Other,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78757,Ida,4
Jul,2017-760226,07/25/2017 12:00:00 AM,Mon,1,0,0,3,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,David,4
Apr,2017-554859,08-08-2017 00:00,Mon,0,3,0,0,Unknown,Destruction,Park/Playground,Anti-White,78705,Charlie,2
Jan,2017-453819,02/27/2017 12:00:00 AM,Sun,2,3,1,1,Unknown,Destruction,Home/Residence,Anti-White,78702,Charlie,8
Feb,2017-123112,01/16/2017 12:00:00 AM,Sun,1,3,2,1,Hispanic,Vandalism,Home/Residence,Anti-Other,78702,Henry,5
Jan,2017-551805,08/13/2017 12:00:00 AM,Sat,1,3,0,2,Asian,Theft,Store/Shop,Anti-Black or African American,78704,Charlie,9
Aug,2017-924420,12-02-2017 00:00,Fri,2,0,0,3,White/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-White,78704,Edward,6
Jan,2017-492958,09-09-2017 00:00,Fri,2,1,0,3,Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78757,Ida,10
Jul,2017-216667,06-09-2017 00:00,Thu,2,1,1,2,Black or African American/Not Hispanic,Aggravated Assault,Park/Playground,Anti-Asian,78757,Henry,4
Nov,2017-104713,08/26/2017 12:00:00 AM,Fri,1,2,1,2,Unknown,Theft,Store/Shop,Anti-Other,78702,Ida,5
Jun,2017-126894,08-07-2017 00:00,Sun,0,3,2,1,Unknown,Theft,School/College,Anti-Black or African American,78705,Charlie,10
Mar,2017-313211,01/17/2017 12:00:00 AM,Mon,1,3,2,3,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-Jewish,78705,Henry,8
May,2017-132858,04/29/2017 12:00:00 AM,Fri,1,0,1,2,Asian,Robbery,Store/Shop,Anti-Other,78757,David,2
Aug,2017-921113,10/24/2017 12:00:00 AM,Mon,2,2,2,2,Hispanic,Robbery,Home/Residence,Anti-Asian,78701,Charlie,3
Aug,2017-932672,12/16/2017 12:00:00 AM,Fri,1,1,1,1,White/Not Hispanic,Vandalism,Park/Playground,Anti-Other,78705,Henry,4
Aug,2017-203648,11/27/2017 12:00:00 AM,Sun,0,3,0,1,Asian,Robbery,Store/Shop,Anti-White,78705,David,10
Oct,2017-466253,12-11-2017 00:00,Sun,2,0,1,1,Asian,Theft,School/College,Anti-Other,78701,Charlie,10
Apr,2017-696683,02/15/2017 12:00:00 AM,Tue,2,0,2,2,Unknown,Burglary,Park/Playground,Anti-Hispanic,78757,Henry,7
Oct,2017-931721,10-09-2017 00:00,Sun,2,2,2,1,Hispanic,Robbery,School/College,Anti-Black or African American,78705,David,2
Jan,2017-330834,09-11-2017 00:00,Sun,2,0,2,1,Other,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Henry,9
Feb,2017-306486,03-12-2017 00:00,Sat,1,2,1,0,Black or African American/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78704,Edward,1
Jul,2017-923455,07-11-2017 00:00,Mon,2,3,2,1,Unknown,Theft,Park/Playground,Anti-Hispanic,78757,Charlie,5
Jan,2017-826460,11/17/2017 12:00:00 AM,Thu,2,2,1,1,Other,Aggravated Assault,School/College,Anti-Other,78757,Henry,9
Oct,2017-636358,05-01-2017 00:00,Sun,0,0,2,2,Unknown,Aggravated Assault,Other,Anti-Asian,78702,Ida,5
Dec,2017-439898,05-02-2017 00:00,Mon,2,1,1,0,Hispanic,Burglary,Other,Anti-White,78702,Ida,2
Mar,2017-213327,03-07-2017 00:00,Mon,0,3,2,0,Hispanic,Aggravated Assault,Park/Playground,Anti-Jewish,78705,David,1
Nov,2017-338207,12-02-2017 00:00,Fri,2,1,1,1,Black or African American/Not Hispanic,Theft,Store/Shop,Anti-Other,78705,Ida,8
Sep,2017-657070,05/21/2017 12:00:00 AM,Sat,2,0,2,2,White/Not Hispanic,Destruction,Home/Residence,Anti-Asian,78701,Ida,9
Jul,2017-560689,05-06-2017 00:00,Fri,1,0,0,3,Other,Robbery,Home/Residence,Anti-White,78702,Charlie,7
Nov,2017-572500,05/30/2017 12:00:00 AM,Mon,0,0,0,2,Other,Theft,Park/Playground,Anti-Hispanic,78704,Henry,6
Dec,2017-201271,05-02-2017 00:00,Mon,1,3,2,3,Hispanic,Destruction,Store/Shop,Anti-Jewish,78757,Edward,10
Jun,2017-773085,03-05-2017 00:00,Sat,2,1,1,2,White/Not Hispanic,Destruction,Home/Residence,Anti-White,78701,David,8
Apr,2017-684372,09/22/2017 12:00:00 AM,Thu,1,2,1,3,Unknown,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78704,Henry,9
Feb,2017-770508,04/30/2017 12:00:00 AM,Sat,0,0,0,1,White/Not Hispanic,Destruction,Park/Playground,Anti-White,78701,Ida,6
Sep,2017-836616,07/24/2017 12:00:00 AM,Sun,2,1,2,0,White/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78705,Charlie,9
Jun,2017-640900,07-03-2017 00:00,Sun,0,0,2,2,Other,Theft,Other,Anti-Jewish,78702,Edward,8
Jun,2017-920995,11-02-2017 00:00,Wed,1,2,2,0,Hispanic,Robbery,Store/Shop,Anti-Asian,78702,Charlie,2
Nov,2017-760546,12-01-2017 00:00,Thu,2,3,1,1,Asian,Destruction,Store/Shop,Anti-White,78705,Henry,2
Jun,2017-537570,07/25/2017 12:00:00 AM,Mon,1,3,1,0,Unknown,Destruction,Other,Anti-Hispanic,78705,Charlie,7
Feb,2017-374455,08-10-2017 00:00,Wed,2,0,1,3,White/Not Hispanic,Vandalism,Park/Playground,Anti-Other,78704,Edward,3
Jan,2017-513539,11/16/2017 12:00:00 AM,Wed,2,3,1,3,Hispanic,Burglary,Home/Residence,Anti-Other,78701,Charlie,7
May,2017-810521,08/15/2017 12:00:00 AM,Mon,0,2,2,3,Asian,Aggravated Assault,School/College,Anti-Asian,78704,Ida,4
Aug,2017-745110,05/26/2017 12:00:00 AM,Thu,1,1,1,3,Unknown,Burglary,School/College,Anti-White,78704,Edward,7
Jun,2017-450439,12-02-2017 00:00,Fri,0,2,2,2,Other,Vandalism,Store/Shop,Anti-Jewish,78705,Henry,9
Oct,2017-786521,09-11-2017 00:00,Sun,2,0,1,2,White/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78757,David,4
Mar,2017-183798,08-02-2017 00:00,Tue,2,0,0,1,Asian,Theft,Other,Anti-Black or African American,78704,Charlie,9
Dec,2017-782925,08/22/2017 12:00:00 AM,Mon,1,0,1,0,Black or African American/Not Hispanic,Destruction,Other,Anti-White,78702,Ida,4
Dec,2017-433671,10-05-2017 00:00,Wed,2,1,0,1,Hispanic,Burglary,Home/Residence,Anti-Other,78701,Edward,3
Sep,2017-181611,03-11-2017 00:00,Fri,2,0,0,0,Asian,Vandalism,School/College,Anti-Black or African American,78705,Charlie,9
Mar,2017-994586,11/15/2017 12:00:00 AM,Tue,0,2,0,3,Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78702,Charlie,1
Nov,2017-234383,04/26/2017 12:00:00 AM,Tue,1,2,2,3,Hispanic,Robbery,Park/Playground,Anti-Black or African American,78702,Edward,4
Apr,2017-831630,08/27/2017 12:00:00 AM,Sat,0,1,0,1,White/Not Hispanic,Theft,Home/Residence,Anti-Asian,78705,David,10
Jun,2017-178078,08/13/2017 12:00:00 AM,Sat,0,2,1,0,Hispanic,Destruction,Other,Anti-Jewish,78704,Edward,4
May,2017-596835,01/28/2017 12:00:00 AM,Fri,0,0,0,3,White/Not Hispanic,Aggravated Assault,School/College,Anti-Black or African American,78705,Edward,2
Feb,2017-314608,10-12-2017 00:00,Wed,0,0,1,0,Asian,Theft,School/College,Anti-Hispanic,78701,Ida,5
Apr,2017-645715,04/30/2017 12:00:00 AM,Sat,0,2,1,0,Other,Destruction,Store/Shop,Anti-Jewish,78705,Charlie,9
Aug,2017-816937,02-03-2017 00:00,Thu,1,1,2,3,Hispanic,Vandalism,Store/Shop,Anti-Jewish,78705,Ida,4
Apr,2017-689051,09/22/2017 12:00:00 AM,Thu,2,0,2,3,Hispanic,Theft,Store/Shop,Anti-Asian,78701,David,2
Sep,2017-189937,03/21/2017 12:00:00 AM,Mon,1,3,0,0,Asian,Aggravated Assault,Store/Shop,Anti-Hispanic,78704,Henry,2
Nov,2017-600198,07-10-2017 00:00,Sun,0,3,1,3,Other,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78704,Charlie,5
Dec,2017-364304,06/30/2017 12:00:00 AM,Thu,0,3,1,2,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78704,Henry,10
Aug,2017-533473,06-06-2017 00:00,Mon,0,3,2,0,Black or African American/Not Hispanic,Destruction,Store/Shop,Anti-White,78701,David,1
Apr,2017-428572,07-06-2017 00:00,Wed,1,2,1,2,White/Not Hispanic,Vandalism,Other,Anti-White,78704,David,6
Jan,2017-978965,04-06-2017 00:00,Wed,0,2,2,0,Asian,Aggravated Assault,Store/Shop,Anti-White,78702,Ida,4
Apr,2017-994997,09-04-2017 00:00,Sun,0,1,2,2,Black or African American/Not Hispanic,Vandalism,Park/Playground,Anti-Jewish,78701,Ida,5
May,2017-310333,09-11-2017 00:00,Sun,0,3,1,3,White/Not Hispanic,Aggravated Assault,School/College,Anti-White,78757,Ida,8
Oct,2017-456855,04/17/2017 12:00:00 AM,Sun,1,2,1,1,Hispanic,Aggravated Assault,School/College,Anti-Hispanic,78704,Charlie,6
Jul,2017-803038,09/16/2017 12:00:00 AM,Fri,2,2,2,3,Other,Theft,School/College,Anti-Hispanic,78701,Henry,1
Oct,2017-811350,09-01-2017 00:00,Thu,0,3,1,2,Asian,Theft,Store/Shop,Anti-Jewish,78701,Charlie,3
Jan,2017-310832,06/17/2017 12:00:00 AM,Fri,0,1,2,3,White/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Ida,10
Jul,2017-779270,11-06-2017 00:00,Sun,0,1,0,2,Asian,Destruction,Store/Shop,Anti-White,78705,Charlie,4
Oct,2017-968825,05/26/2017 12:00:00 AM,Thu,1,1,1,3,Asian,Theft,Store/Shop,Anti-Black or African American,78705,Ida,3
Sep,2017-910027,07/28/2017 12:00:00 AM,Thu,2,2,0,2,Hispanic,Aggravated Assault,Other,Anti-Jewish,78705,Ida,9
Sep,2017-773295,04/15/2017 12:00:00 AM,Fri,2,1,0,2,Other,Aggravated Assault,Other,Anti-Black or African American,78701,Ida,4
Oct,2017-403617,08-03-2017 00:00,Wed,1,1,1,1,Unknown,Robbery,Store/Shop,Anti-Other,78702,Charlie,6
Nov,2017-576440,02/24/2017 12:00:00 AM,Thu,2,0,1,1,Other,Theft,Home/Residence,Anti-White,78702,Ida,3
Feb,2017-556353,06/22/2017 12:00:00 AM,Wed,2,1,0,1,Other,Destruction,Park/Playground,Anti-Jewish,78705,Charlie,6
Apr,2017-963315,09/21/2017 12:00:00 AM,Wed,2,3,0,3,Other,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78705,Henry,9
Jul,2017-536350,05/13/2017 12:00:00 AM,Fri,1,0,0,1,Hispanic,Destruction,Home/Residence,Anti-Jewish,78704,Edward,10
Feb,2017-480338,01/29/2017 12:00:00 AM,Sat,1,2,1,0,White/Not Hispanic,Destruction,Store/Shop,Anti-Jewish,78757,Henry,7
Feb,2017-571102,11-08-2017 00:00,Tue,1,0,1,3,Unknown,Robbery,Other,Anti-Other,78757,Edward,10
Jun,2017-962981,10/26/2017 12:00:00 AM,Wed,1,0,0,0,Hispanic,Destruction,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Ida,9
Feb,2017-922369,11-01-2017 00:00,Tue,2,0,1,0,Other,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78704,David,7
Sep,2017-606972,08/19/2017 12:00:00 AM,Fri,1,1,2,0,Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78702,Charlie,9
Oct,2017-237710,10-01-2017 00:00,Sat,1,1,2,1,Other,Robbery,Home/Residence,Anti-Other,78757,Charlie,3
Jun,2017-152002,09-06-2017 00:00,Tue,0,3,1,0,White/Not Hispanic,Robbery,School/College,Anti-White,78702,Edward,8
Sep,2017-941605,01/20/2017 12:00:00 AM,Thu,2,0,0,3,Other,Destruction,Home/Residence,Anti-Hispanic,78702,David,1
Aug,2017-511635,03/20/2017 12:00:00 AM,Sun,1,3,0,3,Unknown,Theft,Home/Residence,Anti-Black or African American,78705,Edward,5
Jul,2017-612014,12-03-2017 00:00,Sat,2,1,0,2,Other,Aggravated Assault,Store/Shop,Anti-Jewish,78757,Charlie,2
Nov,2017-949409,09/14/2017 12:00:00 AM,Wed,2,0,2,2,Unknown,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78701,Henry,2
Jun,2017-601709,11/25/2017 12:00:00 AM,Fri,0,1,2,1,Asian,Vandalism,Other,Anti-Black or African American,78701,David,1
Apr,2017-264287,05/21/2017 12:00:00 AM,Sat,1,3,2,0,Black or African American/Not Hispanic,Destruction,School/College,Anti-Asian,78701,Ida,6
Nov,2017-761170,12-12-2017 00:00,Mon,1,3,1,1,White/Not Hispanic,Theft,School/College,Anti-Asian,78705,David,4
Jan,2017-946429,06/27/2017 12:00:00 AM,Mon,2,3,1,3,Other,Burglary,School/College,Anti-Jewish,78704,Ida,7
Aug,2017-152256,12/24/2017 12:00:00 AM,Sat,1,0,1,1,Other,Robbery,Store/Shop,Anti-Asian,78704,Charlie,8
Dec,2017-218675,06/25/2017 12:00:00 AM,Sat,2,2,2,0,White/Not Hispanic,Theft,School/College,Anti-White,78757,Ida,10
Nov,2017-919928,08/13/2017 12:00:00 AM,Sat,1,3,2,3,Black or African American/Not Hispanic,Theft,Home/Residence,Anti-Asian,78704,Henry,1
May,2017-402661,10/20/2017 12:00:00 AM,Thu,1,2,1,3,Unknown,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78701,Henry,3
May,2017-892465,02-11-2017 00:00,Fri,2,2,2,3,Unknown,Burglary,Home/Residence,Anti-Jewish,78705,Charlie,2
Dec,2017-472298,09/14/2017 12:00:00 AM,Wed,1,3,0,0,White/Not Hispanic,Burglary,Home/Residence,Anti-White,78701,Edward,3
May,2017-555634,05/28/2017 12:00:00 AM,Sat,0,3,1,3,Unknown,Destruction,Home/Residence,Anti-Asian,78701,Edward,10
Jan,2017-851476,10-10-2017 00:00,Mon,1,0,2,0,White/Not Hispanic,Burglary,School/College,Anti-Asian,78702,David,1
Jul,2017-268880,02/27/2017 12:00:00 AM,Sun,2,2,0,0,Other,Aggravated Assault,Home/Residence,Anti-Asian,78757,Charlie,3
Nov,2017-445240,07/22/2017 12:00:00 AM,Fri,0,1,2,0,White/Not Hispanic,Burglary,Other,Anti-White,78701,Edward,2
Jul,2017-694830,03-08-2017 00:00,Tue,2,2,1,2,Hispanic,Theft,Other,Anti-Asian,78757,Edward,3
Feb,2017-528698,08-05-2017 00:00,Fri,1,1,0,2,Asian,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78704,Ida,9
Aug,2017-166109,03/24/2017 12:00:00 AM,Thu,2,2,0,3,White/Not Hispanic,Theft,Park/Playground,Anti-Asian,78702,Edward,7
Dec,2017-307788,12/29/2017 12:00:00 AM,Thu,1,3,2,0,Black or African American/Not Hispanic,Aggravated Assault,School/College,Anti-White,78705,Edward,4
Oct,2017-373927,01-12-2017 00:00,Wed,2,3,0,0,Asian,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78701,Ida,6
May,2017-462238,02-02-2017 00:00,Wed,1,1,2,0,Other,Vandalism,Park/Playground,Anti-Other,78701,Edward,5
Aug,2017-118839,09/28/2017 12:00:00 AM,Wed,0,3,2,3,Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78704,Edward,9
Nov,2017-241705,05/31/2017 12:00:00 AM,Tue,0,3,0,2,Other,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78704,David,10
Jun,2017-828425,10-12-2017 00:00,Wed,0,3,1,0,Other,Destruction,Other,Anti-White,78701,Edward,6
Aug,2017-680622,04-11-2017 00:00,Mon,2,0,2,3,Unknown,Vandalism,Store/Shop,Anti-Asian,78702,Edward,6
Apr,2017-397261,02/17/2017 12:00:00 AM,Thu,1,0,0,3,White/Not Hispanic,Robbery,Home/Residence,Anti-White,78702,David,1
Jan,2017-577297,10/27/2017 12:00:00 AM,Thu,1,2,1,1,Other,Destruction,Home/Residence,Anti-Hispanic,78757,Edward,2
May,2017-520786,09-09-2017 00:00,Fri,1,0,0,1,Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-White,78705,Henry,6
Oct,2017-744290,07/18/2017 12:00:00 AM,Mon,0,2,2,2,Other,Aggravated Assault,Park/Playground,Anti-Black or African American,78701,Edward,10
Aug,2017-359706,11/17/2017 12:00:00 AM,Thu,2,0,2,3,Asian,Destruction,School/College,Anti-Jewish,78705,Henry,2
Feb,2017-252132,10/28/2017 12:00:00 AM,Fri,1,0,1,0,Hispanic,Destruction,Store/Shop,Anti-Hispanic,78705,Ida,7
Jun,2017-632895,09/30/2017 12:00:00 AM,Fri,2,2,2,1,Asian,Vandalism,Store/Shop,Anti-Jewish,78701,Edward,7
Aug,2017-160379,04/23/2017 12:00:00 AM,Sat,2,2,1,1,Black or African American/Not Hispanic,Robbery,Home/Residence,Anti-Hispanic,78705,David,6
Dec,2017-179945,01/26/2017 12:00:00 AM,Wed,0,2,1,0,Asian,Aggravated Assault,Store/Shop,Anti-Jewish,78757,David,8
Sep,2017-787165,10-08-2017 00:00,Sat,0,1,1,1,Unknown,Aggravated Assault,Home/Residence,Anti-Asian,78702,David,5
Jan,2017-580944,05/22/2017 12:00:00 AM,Sun,2,3,2,3,Black or African American/Not Hispanic,Burglary,Park/Playground,Anti-Jewish,78702,Ida,5
Apr,2017-434797,08/24/2017 12:00:00 AM,Wed,2,2,2,0,Unknown,Burglary,Other,Anti-Jewish,78702,David,8
Nov,2017-514122,04-08-2017 00:00,Fri,2,2,2,0,Hispanic,Vandalism,Home/Residence,Anti-Other,78704,Henry,2
Jan,2017-843955,05-05-2017 00:00,Thu,2,1,0,0,Asian,Destruction,Store/Shop,Anti-Black or African American,78705,Charlie,8
Aug,2017-843978,06-05-2017 00:00,Sun,2,1,1,2,Asian,Destruction,Other,Anti-Jewish,78757,Charlie,9
Oct,2017-868152,03-01-2017 00:00,Tue,0,0,2,2,Hispanic,Burglary,Park/Playground,Anti-Hispanic,78705,Edward,4
Aug,2017-343763,06/27/2017 12:00:00 AM,Mon,2,0,0,3,Hispanic,Destruction,Store/Shop,Anti-Asian,78701,Ida,5
May,2017-815839,12/14/2017 12:00:00 AM,Wed,2,0,1,3,Unknown,Theft,Other,Anti-Hispanic,78705,Henry,2
Nov,2017-950324,06/14/2017 12:00:00 AM,Tue,2,3,2,0,Asian,Destruction,Other,Anti-Hispanic,78701,Charlie,8
Feb,2017-906526,01-12-2017 00:00,Wed,2,2,1,0,White/Not Hispanic,Robbery,Store/Shop,Anti-Other,78701,Ida,9
Feb,2017-534302,03/30/2017 12:00:00 AM,Wed,2,1,0,2,Unknown,Robbery,Other,Anti-White,78757,Edward,8
Mar,2017-722805,10/17/2017 12:00:00 AM,Mon,0,2,0,2,Unknown,Destruction,Store/Shop,Anti-Hispanic,78702,Charlie,9
Oct,2017-303580,04/18/2017 12:00:00 AM,Mon,0,1,1,0,Black or African American/Not Hispanic,Theft,School/College,Anti-Hispanic,78702,Henry,4
Feb,2017-964114,08-03-2017 00:00,Wed,1,2,1,2,Hispanic,Theft,Other,Anti-Jewish,78702,Henry,3
Jun,2017-584542,08/22/2017 12:00:00 AM,Mon,0,2,1,1,Unknown,Robbery,School/College,Anti-Hispanic,78701,Edward,6
Sep,2017-221947,10-12-2017 00:00,Wed,1,1,2,3,Black or African American/Not Hispanic,Aggravated Assault,Highway/Road/Alley/Street/Sidewalk,Anti-Asian,78705,Ida,2
Jun,2017-277693,10/27/2017 12:00:00 AM,Thu,0,0,0,1,White/Not Hispanic,Burglary,School/College,Anti-Other,78704,David,10
Feb,2017-407289,03/23/2017 12:00:00 AM,Wed,1,0,1,2,Black or African American/Not Hispanic,Aggravated Assault,Park/Playground,Anti-Asian,78702,Henry,1
Aug,2017-625644,12/19/2017 12:00:00 AM,Mon,0,0,0,3,Black or African American/Not Hispanic,Robbery,Other,Anti-White,78701,Ida,3
May,2017-931509,01-09-2017 00:00,Sun,2,2,2,1,Hispanic,Theft,Highway/Road/Alley/Street/Sidewalk,Anti-Black or African American,78704,Henry,6
Oct,2017-849609,05-10-2017 00:00,Tue,1,1,0,3,Unknown,Theft,School/College,Anti-Asian,78705,Charlie,3
Jul,2017-107981,12/18/2017 12:00:00 AM,Sun,0,3,1,2,Asian,Aggravated Assault,Other,Anti-Other,78757,David,7
Feb,2017-364969,11/29/2017 12:00:00 AM,Tue,1,3,0,2,Unknown,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78702,Henry,9
Sep,2017-919254,06/19/2017 12:00:00 AM,Sun,0,2,0,0,White/Not Hispanic,Aggravated Assault,Store/Shop,Anti-White,78705,Charlie,5
Nov,2017-113103,03-01-2017 00:00,Tue,0,0,2,2,White/Not Hispanic,Theft,Home/Residence,Anti-White,78705,Ida,3
May,2017-431572,10/22/2017 12:00:00 AM,Sat,1,2,1,0,White/Not Hispanic,Destruction,Home/Residence,Anti-Asian,78702,Henry,8
Aug,2017-781763,06/22/2017 12:00:00 AM,Wed,0,2,0,2,Other,Vandalism,Home/Residence,Anti-Asian,78702,Henry,5
Mar,2017-508140,02-11-2017 00:00,Fri,2,0,0,3,Black or African American/Not Hispanic,Robbery,Store/Shop,Anti-Jewish,78757,Edward,3
Feb,2017-868879,03/22/2017 12:00:00 AM,Tue,0,0,0,3,White/Not Hispanic,Burglary,Park/Playground,Anti-Jewish,78704,Henry,8
Mar,2017-792405,04/16/2017 12:00:00 AM,Sat,2,2,2,2,White/Not Hispanic,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Ida,1
Apr,2017-650302,08/28/2017 12:00:00 AM,Sun,1,2,2,2,Asian,Vandalism,Home/Residence,Anti-Hispanic,78704,Edward,3
Apr,2017-681914,06/18/2017 12:00:00 AM,Sat,1,2,1,0,Other,Vandalism,Store/Shop,Anti-Hispanic,78705,Henry,3
Jul,2017-870563,12/31/2017 12:00:00 AM,Sat,2,1,1,1,Black or African American/Not Hispanic,Burglary,Store/Shop,Anti-Hispanic,78705,Charlie,5
Oct,2017-371993,02-09-2017 00:00,Wed,2,1,2,1,Other,Robbery,School/College,Anti-Hispanic,78704,Henry,1
Jun,2017-107571,05-11-2017 00:00,Wed,1,2,0,2,Hispanic,Theft,Home/Residence,Anti-Other,78704,David,5
Mar,2017-629437,10/21/2017 12:00:00 AM,Fri,2,1,2,0,Unknown,Vandalism,School/College,Anti-Jewish,78702,Edward,3
Mar,2017-871382,04-04-2017 00:00,Mon,1,3,0,3,Other,Aggravated Assault,Home/Residence,Anti-Jewish,78701,Ida,3
Jul,2017-199451,01-02-2017 00:00,Sun,2,2,0,2,Asian,Theft,Other,Anti-White,78705,David,8
May,2017-868831,03/17/2017 12:00:00 AM,Thu,1,3,1,2,Other,Robbery,Other,Anti-Jewish,78757,Henry,5
Mar,2017-688182,07-02-2017 00:00,Sat,1,3,0,1,Black or African American/Not Hispanic,Robbery,Other,Anti-Hispanic,78757,Henry,9
Aug,2017-432629,11-02-2017 00:00,Wed,1,2,1,0,Other,Burglary,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78701,Henry,7
Jul,2017-927525,03-09-2017 00:00,Wed,0,3,2,1,White/Not Hispanic,Theft,Store/Shop,Anti-Black or African American,78702,David,8
Jul,2017-934548,03/26/2017 12:00:00 AM,Sat,1,1,1,1,White/Not Hispanic,Burglary,Store/Shop,Anti-White,78701,David,2
Oct,2017-886487,09-05-2017 00:00,Mon,0,3,0,2,Black or African American/Not Hispanic,Vandalism,Other,Anti-Other,78704,David,5
Feb,2017-705857,07-08-2017 00:00,Fri,0,2,0,0,Unknown,Theft,Store/Shop,Anti-Asian,78704,Edward,10
Nov,2017-950780,12/19/2017 12:00:00 AM,Mon,1,3,1,1,Unknown,Destruction,Other,Anti-Other,78701,David,1
Nov,2017-890434,08/22/2017 12:00:00 AM,Mon,2,1,0,1,Unknown,Robbery,Home/Residence,Anti-Black or African American,78757,Ida,3
Nov,2017-545632,11/30/2017 12:00:00 AM,Wed,0,1,0,1,Unknown,Destruction,Home/Residence,Anti-Other,78701,Charlie,2
Mar,2017-985799,09/29/2017 12:00:00 AM,Thu,0,1,0,0,Asian,Robbery,Park/Playground,Anti-Jewish,78701,Ida,9
Jan,2017-517435,11-03-2017 00:00,Thu,0,0,0,3,Other,Burglary,School/College,Anti-Asian,78702,Charlie,7
Feb,2017-896542,03-08-2017 00:00,Tue,0,2,1,0,White/Not Hispanic,Robbery,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78701,Ida,3
Sep,2017-434616,10-07-2017 00:00,Fri,0,1,1,0,Asian,Burglary,Park/Playground,Anti-Black or African American,78704,Ida,1
Oct,2017-586411,02/18/2017 12:00:00 AM,Fri,1,2,2,0,Asian,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Other,78702,David,1
May,2017-417755,10/31/2017 12:00:00 AM,Mon,2,2,1,2,Unknown,Robbery,Home/Residence,Anti-Jewish,78757,Ida,2
Dec,2017-328119,10-02-2017 00:00,Sun,1,1,2,0,Other,Vandalism,Home/Residence,Anti-Hispanic,78701,Charlie,9
Aug,2017-975191,03/17/2017 12:00:00 AM,Thu,1,1,0,2,Asian,Aggravated Assault,School/College,Anti-Asian,78757,Ida,6
Jun,2017-685082,06-08-2017 00:00,Wed,0,0,2,1,White/Not Hispanic,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Hispanic,78705,Henry,2
Sep,2017-964320,04-10-2017 00:00,Sun,1,1,1,2,Asian,Vandalism,Highway/Road/Alley/Street/Sidewalk,Anti-Jewish,78701,Charlie,2
Dec,2017-539341,05/30/2017 12:00:00 AM,Mon,2,0,0,3,Asian,Destruction,Other,Anti-Asian,78705,Charlie,10
Apr,2017-261739,03/30/2017 12:00:00 AM,Wed,1,0,0,0,White/Not Hispanic,Aggravated Assault,School/College,Anti-Black or African American,78704,Edward,7
